,FECHA,CLIENTE,CLIENTE_ID,BODEGA,PRODUCTO,VOLUMEN,IMPORTE
6696,3/27/2021,Maurício Geronimo,50610981.0,Pacifico,Multiplast,32.9175,91523.25534
6697,3/27/2021,Yuridia Roblero,50826474.0,Noreste,Cemento blanco,209.0,428165.9377
6698,3/27/2021,Nadia Otero,50498698.0,Sureste,Cemento blanco,331.3125,689492.2758
6699,3/27/2021,Itzel Lobato,50050955.0,Centro,Cemento blanco,450.3,1095554.156
6700,3/27/2021,Maurício Geronimo,50610981.0,Pacifico,Multiplast,26.2675,72477.81516
6701,3/27/2021,Zaira Colorado,50521692.0,Noreste,Multiplast,76.0,155693.4674
6702,3/27/2021,Amada Mondragon,50922523.0,Noreste,Multiproducto,49.4,31516.86686
6703,3/27/2021,Eladio Aguillon,50641240.0,Sureste,Cemento gris,686.1375,1288607.059
6704,3/27/2021,Hector Gabriel,50860678.0,Noreste,Cemento gris,97.85,192614.8359
6705,3/27/2021,Yeni Valadez,50071292.0,Noreste,Cemento gris,622.725,1122953.509
6706,3/27/2021,Rosalva Plata,50254765.0,Noreste,Cemento blanco,688.75,1435153.373
6707,3/27/2021,Nayeli Sandoval,50458886.0,Centro,Cemento gris,162.45,366699.3886
6708,3/27/2021,Leonel Castañon,50376820.0,Sureste,Multiproducto,24.51,16231.48818
6709,3/27/2021,Macrina Cabello,50863610.0,Centro,Multiproducto,103.55,77450.64826
6710,3/27/2021,Anayeli Lazcano,50989512.0,Centro,Cemento blanco,437.0,1085526.626
6711,3/27/2021,Armando Mota,50677330.0,Pacifico,Cemento gris,376.675,899261.1323
6712,3/27/2021,Georgina Elias,50956645.0,Noreste,Multiproducto,4.0375,2468.253112
6713,3/27/2021,Casimiro Melo,50473376.0,Pacifico,Cemento blanco,144.875,401884.7605
6714,3/27/2021,Estefana Barroso,50495006.0,Noreste,Multiplast,109.0125,234096.4339
6715,3/27/2021,Elida Acosta,50003448.0,Noreste,Cemento blanco,541.5,1066721.099
6716,3/27/2021,Susana Rivero,50859860.0,Pacifico,Multiplast,117.04,324166.2656
6717,3/27/2021,Magnolia Mares,50514557.0,Centro,Multiplast,30.78,82582.19295
6718,3/27/2021,Yeni Valadez,50071292.0,Noreste,Cemento blanco,606.3375,1187409.197
6719,3/27/2021,Paulina Gutierrez,50606739.0,Sureste,Cemento blanco,81.9375,188749.6783
6720,3/27/2021,Cipriano Zamudio,50641465.0,Sureste,Multiplast,61.845,139122.0212
6721,3/27/2021,Gisela Hipolito,50371459.0,Pacifico,Cemento gris,247.0,639955.6973
6722,3/27/2021,Hermenegildo Hernández,50225427.0,Pacifico,Cemento blanco,224.675,619157.2144
6723,3/27/2021,Marilu Venegas,50283115.0,Noreste,Multiplast,118.37,248232.3519
6724,3/27/2021,Maximiliano Leija,50886319.0,Sureste,Cemento blanco,467.4,991535.0616
6725,3/27/2021,Fidelia Santana,50614551.0,Sureste,Cemento blanco,243.9125,543689.9279
6726,3/27/2021,Saturnino Otero,50242446.0,Sureste,Multiplast,101.65,220469.3556
6727,3/27/2021,Hermenegildo Hernández,50225427.0,Pacifico,Cemento blanco,282.15,751032.2893
6728,3/27/2021,Osvaldo Urias,50190893.0,Sureste,Cemento blanco,142.5,323487.0553
6729,3/27/2021,Xochitl Tinoco,50532694.0,Centro,Cemento blanco,38.475,99778.09814
6730,3/27/2021,Mary Caamal,50479740.0,Sureste,Multiplast,93.955,204426.2433
6731,3/27/2021,Rosalia Cancino,50610420.0,Noreste,Multiplast,87.4,176367.7825
6732,3/27/2021,Idalia Enciso,50826344.0,Noreste,Multiplast,39.9,88950.6864
6733,3/27/2021,Marilu Venegas,50283115.0,Noreste,Cemento gris,645.05,1197015.734
6734,3/27/2021,Regina de La Fuente,50037649.0,Sureste,Multiproducto,163.59,103061.3102
6735,3/27/2021,Edilberto Valle,50003952.0,Pacifico,Multiplast,94.7625,262306.6128
6736,3/27/2021,Veronica Coronado,50233427.0,Centro,Multiproducto,28.025,19968.74672
6737,3/27/2021,Magnolia Mares,50514557.0,Centro,Cemento gris,118.275,278911.677
6738,3/27/2021,Agueda Santana,50065019.0,Sureste,Cemento blanco,112.575,241106.9961
6739,3/27/2021,Karina Ochoa,50039940.0,Sureste,Multiproducto,114.0,69777.81595
6740,3/27/2021,Romulo Gongora,50933707.0,Centro,Multiproducto,38.0,28654.19158
6741,3/27/2021,Zaira Colorado,50521692.0,Noreste,Cemento blanco,399.0,828870.699
6742,3/28/2021,Joel Gonzalez,50381431.0,Noreste,Cemento gris,66.2625,130775.3767
6743,3/28/2021,Karla Arteaga,50073499.0,Centro,Cemento gris,79.20625,176363.4558
6744,3/28/2021,Oliverio Castillo,50446512.0,Pacifico,Cemento gris,2.8975,7661.647678
6745,3/28/2021,Elodia Muñiz,50479455.0,Pacifico,Cemento gris,22.23,56980.44419
6746,3/28/2021,Romeo Hernandez,50199004.0,Sureste,Cemento blanco,54.72,116513.8303
6747,3/28/2021,Lizbeth Palma,50871184.0,Noreste,Cemento blanco,41.58625,90765.86079
6748,3/28/2021,Maximo Luevano,50018002.0,Centro,Cemento gris,9.85625,23679.64897
6749,3/28/2021,Eloina Mayo,50033779.0,Noreste,Cemento gris,32.0625,60282.1169
6750,3/28/2021,Lupita Tuz,50636094.0,Pacifico,Multiproducto,8.62125,6808.610175
6751,3/28/2021,Abigail Narvaez,50863107.0,Pacifico,Cemento blanco,26.505,72770.10144
6752,3/28/2021,Paulina Gutierrez,50606739.0,Sureste,Cemento blanco,8.265,17662.89637
6753,3/28/2021,Elodia Muñiz,50479455.0,Pacifico,Cemento blanco,26.22,72709.13144
6754,3/28/2021,Magnolia Mares,50514557.0,Centro,Multiplast,3.5625,9655.102361
6755,3/28/2021,Marta Sanabria,50922564.0,Noreste,Multiproducto,3.71925,2463.470575
6756,3/28/2021,Elida Acosta,50003448.0,Noreste,Cemento blanco,51.775,110720.25
6757,3/28/2021,Saturnino Otero,50242446.0,Sureste,Cemento gris,54.625,109687.5924
6758,3/28/2021,Josefa Castellanos,50447311.0,Sureste,Cemento gris,52.7725,111503.7491
6759,3/28/2021,Nayeli Sandoval,50458886.0,Centro,Cemento gris,24.58125,56695.73924
6760,3/28/2021,Agueda Santana,50065019.0,Sureste,Multiplast,2.6505,6036.051105
6761,3/28/2021,Josefa Castellanos,50447311.0,Sureste,Multiplast,9.614,22284.35061
6762,3/28/2021,Osvaldo Urias,50190893.0,Sureste,Multiplast,2.679,6100.891794
6763,3/28/2021,Yeni Valadez,50071292.0,Noreste,Cemento gris,43.15375,86182.03636
6764,3/28/2021,Maximiliano Leija,50886319.0,Sureste,Multiproducto,11.97,8368.228982
6765,3/28/2021,Modesta Merino,50478831.0,Centro,Multiplast,7.448,19197.1797
6766,3/28/2021,Anastacio Cid,50447424.0,Centro,Cemento gris,19.855,46275.03519
6767,3/28/2021,Leonel Castañon,50376820.0,Sureste,Multiproducto,2.166,1476.111298
6768,3/28/2021,Patrícia Venegas,50665452.0,Centro,Cemento gris,64.22,150627.2429
6769,3/28/2021,Aniceto Alva,50822094.0,Sureste,Cemento blanco,46.93,101040.9713
6770,3/28/2021,Rosalia Cancino,50610420.0,Noreste,Cemento blanco,33.44,67360.35837
6771,3/28/2021,Macrina Cabello,50863610.0,Centro,Cemento blanco,40.375,97643.29282
6772,3/28/2021,Elba Quevedo,50792000.0,Sureste,Multiproducto,2.39875,1683.135702
6773,3/28/2021,Odilon Bocanegra,50538985.0,Pacifico,Cemento blanco,75.9525,207714.2429
6774,3/28/2021,Aniceto Alva,50822094.0,Sureste,Multiproducto,13.4615,8953.317765
6775,3/28/2021,Santos Pelayo,50314062.0,Noreste,Multiplast,1.5675,3475.960762
6776,3/28/2021,Mary Caamal,50479740.0,Sureste,Multiproducto,8.303,5812.839539
6777,3/28/2021,Teresita Sepulveda,50772292.0,Sureste,Cemento blanco,52.44,114030.4124
6778,3/28/2021,Maximo Luevano,50018002.0,Centro,Multiproducto,1.87625,1434.945875
6779,3/28/2021,Itzel Lobato,50050955.0,Centro,Cemento blanco,53.01,138634.4788
6780,3/28/2021,Felicita Arevalo,50927236.0,Noreste,Cemento blanco,29.26,60821.58943
6781,3/28/2021,Santos Pelayo,50314062.0,Noreste,Multiproducto,1.18275,731.3794483
6782,3/28/2021,Bernabe Victoria,50265164.0,Sureste,Cemento blanco,7.505,17052.70576
6783,3/28/2021,Oliverio Castillo,50446512.0,Pacifico,Cemento gris,2.63625,6632.591786
6784,3/28/2021,Isela Aceves,50908463.0,Noreste,Cemento blanco,49.6375,109320.6821
6785,3/28/2021,Ruben Zamudio,50488559.0,Pacifico,Cemento blanco,23.29875,66542.70823
6786,3/28/2021,Baldomero Saenz,50328996.0,Sureste,Multiproducto,5.643,3878.584305
6787,3/28/2021,Augusto Espinoza,50722772.0,Pacifico,Multiproducto,13.4615,10942.94394
6788,3/28/2021,Crescencio Marcos,50594215.0,Sureste,Cemento gris,77.14,167497.054
6789,3/29/2021,Bernabe Victoria,50265164.0,Sureste,Cemento gris,117.04,238682.8042
6790,3/29/2021,Teofilo Santoyo,50732461.0,Pacifico,Multiproducto,133.0,108004.3006
6791,3/29/2021,Celso Cano,50170384.0,Sureste,Cemento blanco,462.84,972236.9079
6792,3/29/2021,Amada Mondragon,50922523.0,Noreste,Multiproducto,80.465,50178.14264
6793,3/29/2021,Higinio del Valle,50593846.0,Pacifico,Multiplast,105.203,272729.3228
6794,3/29/2021,Itzel Lobato,50050955.0,Centro,Cemento gris,710.22,1525296.647
6795,3/29/2021,Justo Hau,50636678.0,Centro,Multiplast,209.209,486122.7284
6796,3/29/2021,Hector Gabriel,50860678.0,Noreste,Cemento gris,101.08,208865.7861
6797,3/29/2021,Paulina Gutierrez,50606739.0,Sureste,Cemento gris,124.6875,269674.6583
6798,3/29/2021,Filomena Pinto,50790006.0,Noreste,Multiproducto,48.4785,30637.26045
6799,3/29/2021,Osvaldo Urias,50190893.0,Sureste,Cemento gris,185.535,376191.5686
6800,3/29/2021,Leonel Castañon,50376820.0,Sureste,Multiproducto,37.107,24697.81969
6801,3/29/2021,Estefana Barroso,50495006.0,Noreste,Multiproducto,172.368,100098.7762
6802,3/29/2021,Celia Uribe,50807165.0,Centro,Cemento blanco,27.93,71097.60333
6803,3/29/2021,Lorena Teran,50524345.0,Sureste,Cemento gris,643.72,1226643.051
6804,3/29/2021,Santos Pelayo,50314062.0,Noreste,Cemento blanco,81.795,164133.7967
6805,3/29/2021,Avelina Elizalde,50956291.0,Centro,Multiproducto,56.791,41247.06906
6806,3/29/2021,Aniceto Alva,50822094.0,Sureste,Multiplast,179.816,392687.0159
6807,3/29/2021,Paulina Garrido,50550041.0,Sureste,Multiproducto,152.684,94741.38937
6808,3/29/2021,Perla Pascual,50351906.0,Pacifico,Multiplast,189.658,479057.8061
6809,3/29/2021,Maximiliano Leija,50886319.0,Sureste,Multiproducto,153.216,95048.30804
6810,3/29/2021,Rosalva Plata,50254765.0,Noreste,Multiproducto,163.9225,96543.33246
6811,3/29/2021,Itzel Lobato,50050955.0,Centro,Cemento gris,654.36,1513813.279
6812,3/29/2021,Romulo Gongora,50933707.0,Centro,Multiplast,51.604,128193.5624
6813,3/29/2021,Baldomero Saenz,50328996.0,Sureste,Cemento blanco,314.545,676241.8849
6814,3/29/2021,Higinio del Valle,50593846.0,Pacifico,Multiplast,76.342,217120.3023
6815,3/29/2021,Hermenegildo Hernández,50225427.0,Pacifico,Cemento blanco,380.38,1064828.453
6816,3/29/2021,Marta Sanabria,50922564.0,Noreste,Multiplast,56.259,122207.9879
6817,3/29/2021,Nadia Otero,50498698.0,Sureste,Cemento gris,488.775,1023783.575
6818,3/29/2021,Roselia Bustillos,50197249.0,Sureste,Cemento gris,672.98,1318778.524
6819,3/29/2021,Bernabe Victoria,50265164.0,Sureste,Cemento gris,148.96,309150.7774
6820,3/29/2021,Elida Acosta,50003448.0,Noreste,Cemento gris,598.5,1149358.213
6821,3/29/2021,Librada Oropeza,50614578.0,Centro,Multiproducto,105.07,71738.96952
6822,3/29/2021,Aniceto Alva,50822094.0,Sureste,Multiproducto,193.648,116686.0157
6823,3/29/2021,Isela Aceves,50908463.0,Noreste,Multiproducto,169.708,101696.7618
6824,3/29/2021,Librada Oropeza,50614578.0,Centro,Cemento gris,665.0,1522226.063
6825,3/29/2021,Casimiro Melo,50473376.0,Pacifico,Cemento gris,177.8875,441124.3094
6826,3/29/2021,Víctor Curiel,50962840.0,Pacifico,Cemento blanco,446.88,1208164.122
6827,3/29/2021,Augusto Espinoza,50722772.0,Pacifico,Cemento gris,691.6,1686879.479
6828,3/29/2021,Armando Mota,50677330.0,Pacifico,Cemento gris,393.3475,1025562.534
6829,3/29/2021,Felicita Arevalo,50927236.0,Noreste,Multiproducto,81.928,51564.17298
6830,3/29/2021,Altagracia Sanchez,50479135.0,Centro,Cemento blanco,239.4,569657.4302
6831,3/29/2021,Gisela Hipolito,50371459.0,Pacifico,Cemento gris,328.51,828673.6826
6832,3/29/2021,Marco Sarabia,50403440.0,Noreste,Cemento gris,278.3025,528691.3612
6833,3/29/2021,Augusto Espinoza,50722772.0,Pacifico,Cemento gris,786.695,1976489.882
6834,3/29/2021,Itzel Lobato,50050955.0,Centro,Cemento gris,965.58,2145970.105
6835,3/29/2021,Higinio del Valle,50593846.0,Pacifico,Cemento gris,400.33,1023241.641
6836,3/30/2021,Nadia Otero,50498698.0,Sureste,Multiproducto,116.28,76340.6501
6837,3/30/2021,Xochitl Tinoco,50532694.0,Centro,Cemento blanco,86.64,208761.5197
6838,3/30/2021,Armando Mota,50677330.0,Pacifico,Multiplast,104.728,274409.878
6839,3/30/2021,Casimiro Melo,50473376.0,Pacifico,Cemento blanco,233.7,649851.3793
6840,3/30/2021,Fortino Ordaz,50835988.0,Centro,Multiplast,133.076,336069.0282
6841,3/30/2021,Odilon Bocanegra,50538985.0,Pacifico,Multiproducto,183.768,134569.3387
6842,3/30/2021,Augusto Espinoza,50722772.0,Pacifico,Cemento gris,1096.68,2544005.507
6843,3/30/2021,Teresita Sepulveda,50772292.0,Sureste,Cemento gris,900.22,1725304.414
6844,3/30/2021,Jaime Romero,50372899.0,Noreste,Multiproducto,98.952,61823.84611
6845,3/30/2021,Noe Badillo,50355574.0,Centro,Cemento blanco,652.46,1604856.124
6846,3/30/2021,Zaira Colorado,50521692.0,Noreste,Multiplast,130.72,261794.1002
6847,3/30/2021,Rosalia Cancino,50610420.0,Noreste,Multiproducto,128.896,80252.8278
6848,3/30/2021,Teresita Sepulveda,50772292.0,Sureste,Cemento blanco,891.48,1873736.18
6849,3/30/2021,Itzel Lobato,50050955.0,Centro,Multiproducto,178.752,129216.3221
6850,3/30/2021,Altagracia Sanchez,50479135.0,Centro,Cemento blanco,228.0,548647.676
6851,3/30/2021,Anastacio Cid,50447424.0,Centro,Cemento blanco,468.16,1159719.416
6852,3/30/2021,Isela Aceves,50908463.0,Noreste,Cemento gris,986.48,1877527.915
6853,3/30/2021,Bernabe Victoria,50265164.0,Sureste,Cemento blanco,142.88,308440.6358
6854,3/30/2021,Filomena Pinto,50790006.0,Noreste,Cemento blanco,424.08,852922.8075
6855,3/30/2021,Lorena Teran,50524345.0,Sureste,Cemento blanco,794.2,1668195.797
6856,3/30/2021,Osvaldo Urias,50190893.0,Sureste,Cemento blanco,228.0,488744.3073
6857,3/30/2021,Felicita Arevalo,50927236.0,Noreste,Multiplast,141.056,307614.6771
6858,3/30/2021,Fidelia Santana,50614551.0,Sureste,Multiproducto,89.908,56198.39992
6859,3/30/2021,Celso Cano,50170384.0,Sureste,Multiplast,104.88,227170.8222
6860,3/30/2021,Marta Sanabria,50922564.0,Noreste,Multiproducto,59.508,35584.08756
6861,3/30/2021,Avelina Elizalde,50956291.0,Centro,Multiplast,44.156,110008.3521
6862,3/30/2021,Isela Aceves,50908463.0,Noreste,Multiproducto,143.792,82883.15701
6863,3/30/2021,Celia Uribe,50807165.0,Centro,Cemento gris,32.3,78964.52961
6864,3/30/2021,Hector Gabriel,50860678.0,Noreste,Cemento gris,171.76,346099.2
6865,3/30/2021,Lorena Teran,50524345.0,Sureste,Cemento gris,685.52,1395946.854
6866,3/30/2021,Yeni Valadez,50071292.0,Noreste,Multiproducto,195.776,117039.6952
6867,3/30/2021,Romeo Hernandez,50199004.0,Sureste,Multiproducto,222.528,132255.8958
6868,3/30/2021,Judith Zenteno,50367930.0,Centro,Multiproducto,137.18,100108.7416
6869,3/30/2021,Paulina Gutierrez,50606739.0,Sureste,Cemento blanco,136.8,292415.8168
6870,3/30/2021,Patrícia Venegas,50665452.0,Centro,Cemento gris,750.88,1721010.793
6871,3/30/2021,Osvaldo Urias,50190893.0,Sureste,Cemento gris,269.04,525018.022
6872,3/30/2021,Filomena Pinto,50790006.0,Noreste,Cemento blanco,389.88,818596.8144
6873,3/30/2021,Eladio Aguillon,50641240.0,Sureste,Cemento blanco,800.28,1730395.953
6874,3/30/2021,Ramona Iglesias,50921269.0,Sureste,Cemento blanco,234.08,501522.1863
6875,3/30/2021,Edilberto Valle,50003952.0,Pacifico,Multiproducto,163.172,123152.93
6876,3/30/2021,Hermenegildo Hernández,50225427.0,Pacifico,Multiplast,62.7,172330.6092
6877,3/30/2021,Israel Crespo,50444347.0,Noreste,Multiplast,35.264,72637.92973
6878,3/30/2021,Patrícia Venegas,50665452.0,Centro,Multiplast,223.288,499753.1949
6879,3/30/2021,Maximo Luevano,50018002.0,Centro,Cemento gris,167.2,384969.4888
6880,3/30/2021,Susana Rivero,50859860.0,Pacifico,Multiplast,173.888,451524.8719
6881,3/30/2021,Justo Hau,50636678.0,Centro,Cemento blanco,1067.04,2304136.68
6882,3/30/2021,Elba Quevedo,50792000.0,Sureste,Multiplast,45.6,101145.5963
6883,3/31/2021,Karina Ochoa,50039940.0,Sureste,Cemento blanco,1164.9375,2430984.689
6884,3/31/2021,Marco Sarabia,50403440.0,Noreste,Multiproducto,74.6415,47123.68915
6885,3/31/2021,Elba Quevedo,50792000.0,Sureste,Cemento blanco,196.65,422643.6194
6886,3/31/2021,Roselia Bustillos,50197249.0,Sureste,Cemento gris,1150.4025,2236632.673
6887,3/31/2021,Hermenegildo Hernández,50225427.0,Pacifico,Cemento blanco,432.63,1159631.885
6888,3/31/2021,Maximo Luevano,50018002.0,Centro,Multiplast,40.6125,108555.2024
6889,3/31/2021,Elva Tamez,50866741.0,Noreste,Cemento gris,675.45,1249788.189
6890,3/31/2021,Josefa Castellanos,50447311.0,Sureste,Cemento blanco,1090.98,2182050.462
6891,3/31/2021,Yuridia Roblero,50826474.0,Noreste,Cemento gris,320.625,588252.7572
6892,3/31/2021,Crescencio Marcos,50594215.0,Sureste,Multiproducto,272.916,158288.189
6893,3/31/2021,Mayra Mota,50871932.0,Sureste,Multiproducto,39.33,27461.71313
6894,3/31/2021,Librada Oropeza,50614578.0,Centro,Multiplast,157.32,400795.6818
6895,3/31/2021,Idalia Enciso,50826344.0,Noreste,Multiproducto,99.18,62567.60456
6896,3/31/2021,Romeo Hernandez,50199004.0,Sureste,Cemento gris,1169.64,2093285.698
6897,3/31/2021,Rosalia Cancino,50610420.0,Noreste,Multiplast,129.96,263068.2898
6898,3/31/2021,Georgina Elias,50956645.0,Noreste,Cemento blanco,43.1775,89652.93966
6899,3/31/2021,Teresita Sepulveda,50772292.0,Sureste,Cemento blanco,816.0975,1642199.345
6900,3/31/2021,Romeo Hernandez,50199004.0,Sureste,Cemento blanco,810.54,1699874.714
6901,3/31/2021,Regina de La Fuente,50037649.0,Sureste,Cemento gris,1388.52,2531873.712
6902,3/31/2021,Mary Caamal,50479740.0,Sureste,Multiplast,237.9465,496152.9749
6903,3/31/2021,Elba Quevedo,50792000.0,Sureste,Cemento blanco,232.9875,530107.1923
6904,3/31/2021,Santos Pelayo,50314062.0,Noreste,Cemento blanco,115.425,245580.7191
6905,3/31/2021,Augusto Espinoza,50722772.0,Pacifico,Multiproducto,233.415,168668.4153
6906,3/31/2021,Edilberto Valle,50003952.0,Pacifico,Multiproducto,190.0665,150333.9886
6907,3/31/2021,Osvaldo Urias,50190893.0,Sureste,Cemento blanco,305.235,670152.2466
6908,3/31/2021,Nayeli Sandoval,50458886.0,Centro,Cemento gris,469.395,1083861.589
6909,3/31/2021,Patrícia Venegas,50665452.0,Centro,Multiplast,211.185,475267.662
6910,3/31/2021,Lupita Tuz,50636094.0,Pacifico,Multiplast,96.1875,255556.8832
6911,3/31/2021,Víctor Curiel,50962840.0,Pacifico,Multiproducto,110.808,86508.18678
6912,3/31/2021,Jaime Romero,50372899.0,Noreste,Multiplast,136.458,275456.7771
6913,3/31/2021,Jaime Romero,50372899.0,Noreste,Multiplast,143.64,312901.7394
6914,3/31/2021,Itzel Lobato,50050955.0,Centro,Multiplast,172.368,403007.3212
6915,3/31/2021,Ruben Zamudio,50488559.0,Pacifico,Cemento blanco,430.92,1155222.709
6916,3/31/2021,Víctor Curiel,50962840.0,Pacifico,Multiproducto,166.896,130879.0764
6917,3/31/2021,Karina Ochoa,50039940.0,Sureste,Cemento gris,1175.625,2102707.534
6918,3/31/2021,Saturnino Otero,50242446.0,Sureste,Multiproducto,184.68,110601.2255
6919,3/31/2021,Marco Sarabia,50403440.0,Noreste,Multiplast,86.184,181326.3036
6920,3/31/2021,Víctor Curiel,50962840.0,Pacifico,Multiproducto,150.48,114238.7936
6921,3/31/2021,Edilberto Valle,50003952.0,Pacifico,Multiplast,138.0825,356750.1357
6922,3/31/2021,Eloina Mayo,50033779.0,Noreste,Cemento blanco,846.45,1603993.593
6923,3/31/2021,Patrícia Venegas,50665452.0,Centro,Cemento gris,955.89,2003817.651
6924,3/31/2021,Susana Rivero,50859860.0,Pacifico,Multiproducto,233.244,178985.0679
6925,3/31/2021,Paulina Gutierrez,50606739.0,Sureste,Multiplast,24.624,57326.8491
6926,3/31/2021,Marilu Venegas,50283115.0,Noreste,Multiproducto,186.732,113209.3659
6927,3/31/2021,Felicita Arevalo,50927236.0,Noreste,Multiproducto,162.792,94958.68878
6928,3/31/2021,Lupita Tuz,50636094.0,Pacifico,Multiproducto,135.945,101768.5449
6929,3/31/2021,Nadia Otero,50498698.0,Sureste,Multiproducto,111.5775,70527.11576
6930,4/1/2021,Lorena Teran,50524345.0,Sureste,Cemento gris,1092.96,2049844.978
6931,4/1/2021,Lizbeth Palma,50871184.0,Noreste,Multiproducto,153.8976,91746.2015
6932,4/1/2021,Santos Pelayo,50314062.0,Noreste,Multiproducto,27.4896,17638.71458
6933,4/1/2021,Susana Rivero,50859860.0,Pacifico,Cemento blanco,1044.384,2509131.994
6934,4/1/2021,Librada Oropeza,50614578.0,Centro,Cemento gris,1236.48,2439539.844
6935,4/1/2021,Eladio Aguillon,50641240.0,Sureste,Cemento gris,1788.48,2968849.552
6936,4/1/2021,Fidelia Santana,50614551.0,Sureste,Cemento blanco,775.008,1500380.182
6937,4/1/2021,Paulina Gutierrez,50606739.0,Sureste,Cemento gris,134.136,264530.9752
6938,4/1/2021,Fortino Ordaz,50835988.0,Centro,Multiplast,163.2816,382666.2531
6939,4/1/2021,Ruperto Delgadillo,50553838.0,Centro,Multiproducto,196.512,124617.8598
6940,4/1/2021,Librada Oropeza,50614578.0,Centro,Multiproducto,185.472,126942.626
6941,4/1/2021,Macrina Cabello,50863610.0,Centro,Multiplast,256.128,564122.371
6942,4/1/2021,Romulo Gongora,50933707.0,Centro,Multiproducto,97.152,65817.24495
6943,4/1/2021,Isela Aceves,50908463.0,Noreste,Cemento blanco,1141.536,2141422.249
6944,4/1/2021,Anastacio Cid,50447424.0,Centro,Multiproducto,117.7968,84790.47658
6945,4/1/2021,Felicita Arevalo,50927236.0,Noreste,Cemento blanco,697.728,1366190.575
6946,4/1/2021,Romulo Gongora,50933707.0,Centro,Multiplast,107.7504,253417.6377
6947,4/1/2021,Nayeli Sandoval,50458886.0,Centro,Cemento blanco,581.256,1313257.822
6948,4/1/2021,Israel Crespo,50444347.0,Noreste,Multiplast,37.536,81898.79913
6949,4/1/2021,Anayeli Lazcano,50989512.0,Centro,Cemento gris,1095.168,2147476.748
6950,4/1/2021,Benita Almeida,50739444.0,Pacifico,Cemento blanco,1434.648,3482606.507
6951,4/1/2021,Natalia Arreola,50353825.0,Sureste,Cemento blanco,409.584,871649.094
6952,4/1/2021,Georgina Elias,50956645.0,Noreste,Cemento blanco,60.168,128221.1145
6953,4/1/2021,Bernabe Victoria,50265164.0,Sureste,Cemento blanco,273.792,572021.1838
6954,4/1/2021,Hector Gabriel,50860678.0,Noreste,Cemento blanco,225.216,468978.9083
6955,4/1/2021,Romeo Hernandez,50199004.0,Sureste,Cemento blanco,1311.552,2611998.21
6956,4/1/2021,Noe Badillo,50355574.0,Centro,Multiproducto,183.9264,128446.315
6957,4/1/2021,Erendira Segura,50982948.0,Noreste,Multiproducto,225.216,131090.4581
6958,4/1/2021,Paulina Garrido,50550041.0,Sureste,Cemento gris,1591.968,2835899.033
6959,4/1/2021,Ruben Zamudio,50488559.0,Pacifico,Multiproducto,118.2384,86400.76174
6960,4/1/2021,Oliverio Castillo,50446512.0,Pacifico,Cemento blanco,61.272,157590.5196
6961,4/1/2021,Marilu Venegas,50283115.0,Noreste,Cemento blanco,1391.04,2393987.965
6962,4/1/2021,Hector Gabriel,50860678.0,Noreste,Cemento gris,240.672,466881.681
6963,4/1/2021,Estefana Barroso,50495006.0,Noreste,Multiproducto,310.0032,169808.1577
6964,4/1/2021,Agueda Santana,50065019.0,Sureste,Multiproducto,69.552,45121.89714
6965,4/1/2021,Osvaldo Urias,50190893.0,Sureste,Multiplast,63.5904,141232.2406
6966,4/1/2021,Itzel Lobato,50050955.0,Centro,Cemento blanco,1324.8,2956066.255
6967,4/1/2021,Saturnino Otero,50242446.0,Sureste,Cemento blanco,861.12,1810107.517
6968,4/1/2021,Rosalva Plata,50254765.0,Noreste,Multiproducto,371.3856,199332.3962
6969,4/1/2021,Georgina Elias,50956645.0,Noreste,Cemento gris,59.064,109565.21
6970,4/1/2021,Noe Badillo,50355574.0,Centro,Cemento blanco,1041.624,2367561.654
6971,4/1/2021,Magnolia Mares,50514557.0,Centro,Cemento gris,261.648,596059.5815
6972,4/1/2021,Paulina Gutierrez,50606739.0,Sureste,Cemento gris,178.848,351381.0126
6973,4/1/2021,Ruperto Delgadillo,50553838.0,Centro,Multiproducto,256.128,169465.8508
6974,4/1/2021,Macrina Cabello,50863610.0,Centro,Multiproducto,269.376,166667.3971
6975,4/1/2021,Isela Aceves,50908463.0,Noreste,Multiproducto,272.0256,156270.3032
6976,4/1/2021,Israel Crespo,50444347.0,Noreste,Cemento gris,207.552,403781.0021
6977,4/2/2021,Maurício Geronimo,50610981.0,Pacifico,Cemento blanco,309.12,795008.1671
6978,4/2/2021,Israel Crespo,50444347.0,Noreste,Multiplast,35.328,70470.04927
6979,4/2/2021,Regina de La Fuente,50037649.0,Sureste,Multiplast,265.328,529058.3326
6980,4/2/2021,Justo Hau,50636678.0,Centro,Multiplast,234.416,505517.1139
6981,4/2/2021,Macrina Cabello,50863610.0,Centro,Cemento gris,1039.6,2028690.336
6982,4/2/2021,Stephanie Peralta,50372824.0,Pacifico,Cemento blanco,46.46,117168.0164
6983,4/2/2021,Crescencio Marcos,50594215.0,Sureste,Multiplast,285.936,547606.82
6984,4/2/2021,Fortino Ordaz,50835988.0,Centro,Cemento gris,633.42,1381305.816
6985,4/2/2021,Santos Pelayo,50314062.0,Noreste,Cemento gris,153.18,296475.843
6986,4/2/2021,Rosalva Plata,50254765.0,Noreste,Cemento blanco,1507.42,2698981.363
6987,4/2/2021,Cipriano Zamudio,50641465.0,Sureste,Multiproducto,149.408,88998.22264
6988,4/2/2021,Filomena Pinto,50790006.0,Noreste,Cemento gris,310.5,610304.3209
